SensorID,Latitude,Longitude
67740,50.09,14.42
67739,50.09,14.42
82285,50.13907030000,14.42895370000
76232,50.73322000000,15.16822000000
71915,49.994,14.66
71914,49.994,14.66
28714,49.17,14.572
75895,50.328,15.014
75894,50.328,15.014
75440,50.05994338725,14.39587444067
75439,50.05994338725,14.39587444067
81225,50.22355521393,14.34489637613
81226,50.22355521393,14.34489637613
77406,49.22874549259,16.87556058168
70027,50.092,15.804
70026,50.092,15.804
75945,50.104,14.614
65731,49.49413010451,14.67903998493
56894,50.078,13.704
65730,49.49413010451,14.67903998493
73429,49.564,17.412
75946,50.104,14.614
73428,49.564,17.412
56893,50.078,13.704
81980,49.84205084848,18.29029798506
77383,50.18528778753,15.01785725355
76128,50.102,14.434
53916,49.652,18.77
77382,50.18528778753,15.01785725355
53915,49.652,18.77
79067,50.224,14.348
79066,50.224,14.348
71641,50.122,14.468
71642,50.122,14.468
77456,50.13252000000,13.99531250000
77455,50.13252000000,13.99531250000
68169,50.206,15.978
68168,50.206,15.978
77008,49.23971274259,13.51312994957
77009,49.23971274259,13.51312994957
60872,50.118,14.462
60871,50.118,14.462
69235,49.69683075008,13.25687491897
69233,49.69683075008,13.25687491897
69234,49.69683075008,13.25687491897
79514,49.59381535000,17.24701768748
71889,49.998,14.858
71888,49.998,14.858
75625,50.03129776446,14.54004317522
75624,50.03129776446,14.54004317522
75039,49.992,14.512
75038,49.992,14.512
47080,49.296,14.47
47079,49.296,14.47
65276,49.994,14.052
65275,49.994,14.052
66529,50.07765353788,14.44490468482
66528,50.07765353788,14.44490468482
73579,50.06181910000,14.45103740000
70223,49.59460690000,17.22157810000
70222,49.59460690000,17.22157810000
73106,50.476,15.588
76476,50.078,14.854
76475,50.078,14.854
73107,50.476,15.588
75959,50.77337901902,15.07538366308
75958,50.77337901902,15.07538366308
69400,50.01253330000,14.67189370000
69399,50.01253330000,14.67189370000
79305,49.33950880000,17.99406000000
79792,49.072,17.462
77235,50.526,14.974
71651,49.59794390000,18.00278840000
57276,50.09307550000,14.50837190000
57275,50.09307550000,14.50837190000
77234,50.526,14.974
70219,49.76860130000,18.31600130000
70218,49.76860130000,18.31600130000
75788,50.024,14.492
75787,50.024,14.492
73633,50.08,14.418
66627,50.422,14.912
77096,50.42740385045,14.24833238046
59831,50.108,13.712
66626,50.422,14.912
73632,50.08,14.418
59830,50.108,13.712
77095,50.42740385045,14.24833238046
76178,49.19111570000,16.60357170000
70221,49.76424500000,18.34908000000
70220,49.76424500000,18.34908000000
80970,49.58985840000,17.27232290000
80969,49.58985840000,17.27232290000
82245,50.096,14.458
82244,50.096,14.458
78335,49.742,18.62
70000,50.13650119003,15.09839594357
77406,49.22874549259,16.87556058168
70001,50.13650119003,15.09839594357
80645,49.71480000000,16.26463130000
77008,49.23971274259,13.51312994957
77009,49.23971274259,13.51312994957
77003,50.06,14.288
77002,50.06,14.288
63171,50.18095868383,14.65001374483
73016,50.074,14.44
75657,49.892,17.884
74301,49.78359160000,13.28629190000
3447,49.5,17.736
7214,50.614,13.83
7213,50.614,13.83
71658,49.59395140000,18.01889470000
71657,49.59395140000,18.01889470000
66693,50.03070230000,14.51126170000
66692,50.03070230000,14.51126170000
70358,50.05816560000,14.42501740000
70357,50.05816560000,14.42501740000
79478,49.472,17.97
78890,48.964,14.502
73738,50.07545049295,14.40562963516
77805,49.68537325370,18.35730993751
78889,48.964,14.502
73737,50.07545049295,14.40562963516
77804,49.68537325370,18.35730993751
74466,50.044,15.938
73015,50.074,14.44
47082,49.296,14.47
47081,49.296,14.47
74465,50.044,15.938
77351,50.246,14.32
77350,50.246,14.32
79230,49.122,17.544
79229,49.122,17.544
78786,49.99,14.418
77171,50.02,14.422
77170,50.02,14.422
78785,49.99,14.418
78717,50.042,14.432
78716,50.042,14.432
81057,50.084,14.468
81056,50.084,14.468
63903,50.678,13.938
63902,50.678,13.938
78786,49.99,14.418
65472,50.71,14.492
78785,49.99,14.418
65471,50.71,14.492
31346,49.708,18.568
31347,49.708,18.568
65276,49.994,14.052
65275,49.994,14.052
55767,50.07763760000,14.44487250000
55804,50.07763760000,14.44487250000
55766,50.07763760000,14.44487250000
81367,50.056,14.398
77259,49.73926995964,13.38989496196
77469,50.272,12.818
76717,49.73927260000,13.38991100000
76716,49.73927260000,13.38991100000
77468,50.272,12.818
75916,50.148,14.334
62344,50.07055159858,14.43329125643
78769,49.20760820000,16.58800792179
78768,49.20760820000,16.58800792179
62343,50.07055159858,14.43329125643
75425,50.632,13.7
75426,50.632,13.7
66812,50.12961081597,14.49200749397
71652,49.59528500000,17.99971880000
80941,49.53882848133,18.30192446709
80939,49.53882848133,18.30192446709
70162,49.44358665938,13.24583441019
70161,49.44358665938,13.24583441019
82022,49.908,18.356
77386,49.68,18.538
77385,49.68,18.538
69911,49.92,17.868
69910,49.92,17.868
66547,50.364,14.874
66546,50.364,14.874
65470,50.71,14.492
79178,49.904,16.436
77406,49.22874549259,16.87556058168
65656,50.096,14.404
74224,49.706,18.216
74223,49.706,18.216
47636,50.766,15.338
40203,50.08894587597,14.37757537222
47635,50.766,15.338
40202,50.08894587597,14.37757537222
65629,50.66131340000,14.03535457078
65628,50.66131340000,14.03535457078
75717,50.138,14.332
75716,50.138,14.332
78170,49.892,14.49
78169,49.892,14.49
77008,49.23971274259,13.51312994957
77009,49.23971274259,13.51312994957
70103,50.034,15.256
70102,50.034,15.256
82263,49.50231503731,17.70396888256
77799,50.426,15.352
77798,50.426,15.352
77587,49.716,17.158
77586,49.716,17.158
67740,50.09,14.42
82285,50.13907030000,14.42895370000
67739,50.09,14.42
76232,50.73322000000,15.16822000000
75895,50.328,15.014
75894,50.328,15.014
75440,50.05994338725,14.39587444067
75439,50.05994338725,14.39587444067
81225,50.22355521393,14.34489637613
81226,50.22355521393,14.34489637613
70027,50.092,15.804
70026,50.092,15.804
75945,50.104,14.614
75946,50.104,14.614
81980,49.84205084848,18.29029798506
65731,49.49413010451,14.67903998493
76128,50.102,14.434
65730,49.49413010451,14.67903998493
77383,50.18528778753,15.01785725355
73429,49.564,17.412
53916,49.652,18.77
77382,50.18528778753,15.01785725355
71915,49.994,14.66
53915,49.652,18.77
73428,49.564,17.412
43115,50.068,14.452
71914,49.994,14.66
43114,50.068,14.452
79067,50.224,14.348
79066,50.224,14.348
56894,50.078,13.704
56893,50.078,13.704
28714,49.17,14.572
77456,50.13252000000,13.99531250000
77455,50.13252000000,13.99531250000
60872,50.118,14.462
60871,50.118,14.462
69235,49.69683075008,13.25687491897
69233,49.69683075008,13.25687491897
69234,49.69683075008,13.25687491897
79514,49.59381535000,17.24701768748
68169,50.206,15.978
68168,50.206,15.978
71889,49.998,14.858
71888,49.998,14.858
75625,50.03129776446,14.54004317522
75624,50.03129776446,14.54004317522
75039,49.992,14.512
75038,49.992,14.512
47080,49.296,14.47
47079,49.296,14.47
66529,50.07765353788,14.44490468482
73579,50.06181910000,14.45103740000
66528,50.07765353788,14.44490468482
65276,49.994,14.052
65275,49.994,14.052
70223,49.59460690000,17.22157810000
70222,49.59460690000,17.22157810000
69400,50.01253330000,14.67189370000
76476,50.078,14.854
75959,50.77337901902,15.07538366308
69399,50.01253330000,14.67189370000
75958,50.77337901902,15.07538366308
76475,50.078,14.854
79305,49.33950880000,17.99406000000
77406,49.22874549259,16.87556058168
79792,49.072,17.462
57276,50.09307550000,14.50837190000
57275,50.09307550000,14.50837190000
71651,49.59794390000,18.00278840000
73106,50.476,15.588
70219,49.76860130000,18.31600130000
70218,49.76860130000,18.31600130000
77235,50.526,14.974
75788,50.024,14.492
75787,50.024,14.492
77008,49.23971274259,13.51312994957
77009,49.23971274259,13.51312994957
59831,50.108,13.712
77234,50.526,14.974
66627,50.422,14.912
59830,50.108,13.712
66626,50.422,14.912
73633,50.08,14.418
73632,50.08,14.418
73107,50.476,15.588
77096,50.42740385045,14.24833238046
77095,50.42740385045,14.24833238046
71641,50.122,14.468
77003,50.06,14.288
77002,50.06,14.288
71642,50.122,14.468
76178,49.19111570000,16.60357170000
70221,49.76424500000,18.34908000000
70220,49.76424500000,18.34908000000
80970,49.58985840000,17.27232290000
80969,49.58985840000,17.27232290000
81243,50.074,14.496
82245,50.096,14.458
82244,50.096,14.458
63172,50.18095868383,14.65001374483
70000,50.13650119003,15.09839594357
70001,50.13650119003,15.09839594357
80645,49.71480000000,16.26463130000
3447,49.5,17.736
74301,49.78359160000,13.28629190000
71658,49.59395140000,18.01889470000
71657,49.59395140000,18.01889470000
77469,50.272,12.818
7214,50.614,13.83
77259,49.73926995964,13.38989496196
77468,50.272,12.818
66693,50.03070230000,14.51126170000
66692,50.03070230000,14.51126170000
76717,49.73927260000,13.38991100000
76716,49.73927260000,13.38991100000
7213,50.614,13.83
70358,50.05816560000,14.42501740000
70357,50.05816560000,14.42501740000
79478,49.472,17.97
78890,48.964,14.502
77805,49.68537325370,18.35730993751
78889,48.964,14.502
47082,49.296,14.47
77804,49.68537325370,18.35730993751
73738,50.07545049295,14.40562963516
47081,49.296,14.47
73737,50.07545049295,14.40562963516
74466,50.044,15.938
79230,49.122,17.544
79229,49.122,17.544
74465,50.044,15.938
78786,49.99,14.418
78785,49.99,14.418
77171,50.02,14.422
77170,50.02,14.422
75657,49.892,17.884
77406,49.22874549259,16.87556058168
78786,49.99,14.418
78785,49.99,14.418
81057,50.084,14.468
81056,50.084,14.468
63903,50.678,13.938
65472,50.71,14.492
65471,50.71,14.492
63902,50.678,13.938
31346,49.708,18.568
31347,49.708,18.568
73016,50.074,14.44
77008,49.23971274259,13.51312994957
77009,49.23971274259,13.51312994957
55767,50.07763760000,14.44487250000
55804,50.07763760000,14.44487250000
81367,50.056,14.398
55766,50.07763760000,14.44487250000
75916,50.148,14.334
73015,50.074,14.44
65276,49.994,14.052
65275,49.994,14.052
78769,49.20760820000,16.58800792179
78768,49.20760820000,16.58800792179
75425,50.632,13.7
75426,50.632,13.7
66812,50.12961081597,14.49200749397
71652,49.59528500000,17.99971880000
77351,50.246,14.32
80941,49.53882848133,18.30192446709
77350,50.246,14.32
80939,49.53882848133,18.30192446709
82022,49.908,18.356
62344,50.07055159858,14.43329125643
65470,50.71,14.492
79178,49.904,16.436
66547,50.364,14.874
66546,50.364,14.874
62343,50.07055159858,14.43329125643
65656,50.096,14.404
43196,49.852,18.282
74224,49.706,18.216
47636,50.766,15.338
40203,50.08894587597,14.37757537222
74223,49.706,18.216
47635,50.766,15.338
40202,50.08894587597,14.37757537222
65629,50.66131340000,14.03535457078
65628,50.66131340000,14.03535457078
75717,50.138,14.332
75716,50.138,14.332
78170,49.892,14.49
78169,49.892,14.49
70103,50.034,15.256
70102,50.034,15.256
70162,49.44358665938,13.24583441019
70161,49.44358665938,13.24583441019
77799,50.426,15.352
77798,50.426,15.352
82263,49.50231503731,17.70396888256
67740,50.09,14.42
67739,50.09,14.42
82285,50.13907030000,14.42895370000
76232,50.73322000000,15.16822000000
75895,50.328,15.014
75894,50.328,15.014
75440,50.05994338725,14.39587444067
75439,50.05994338725,14.39587444067
70027,50.092,15.804
81225,50.22355521393,14.34489637613
70026,50.092,15.804
81226,50.22355521393,14.34489637613
75945,50.104,14.614
76128,50.102,14.434
77383,50.18528778753,15.01785725355
65731,49.49413010451,14.67903998493
75946,50.104,14.614
53916,49.652,18.77
77382,50.18528778753,15.01785725355
53915,49.652,18.77
65730,49.49413010451,14.67903998493
73429,49.564,17.412
73428,49.564,17.412
79067,50.224,14.348
79066,50.224,14.348
81980,49.84205084848,18.29029798506
28714,49.17,14.572
77456,50.13252000000,13.99531250000
77455,50.13252000000,13.99531250000
60872,50.118,14.462
