SensorID,Latitude,Longitude
65731,49.49413010451,14.67903998493
65730,49.49413010451,14.67903998493
65470,50.71,14.492
76128,50.102,14.434
78717,50.042,14.432
78716,50.042,14.432
3447,49.5,17.736
77009,49.23971274259,13.51312994957
77008,49.23971274259,13.51312994957
65276,49.994,14.052
65275,49.994,14.052
43115,50.068,14.452
77406,49.22874549259,16.87556058168
73016,50.074,14.44
63171,50.18095868383,14.65001374483
43114,50.068,14.452
74466,50.044,15.938
62344,50.07055159858,14.43329125643
74465,50.044,15.938
62343,50.07055159858,14.43329125643
82285,50.13907030000,14.42895370000
73106,50.476,15.588
55767,50.07763760000,14.44487250000
77171,50.02,14.422
77003,50.06,14.288
75039,49.992,14.512
77170,50.02,14.422
55804,50.07763760000,14.44487250000
77002,50.06,14.288
73107,50.476,15.588
31346,49.708,18.568
75788,50.024,14.492
55766,50.07763760000,14.44487250000
75787,50.024,14.492
77096,50.42740385045,14.24833238046
75038,49.992,14.512
75438,49.392,15.582
78890,48.964,14.502
79514,49.59381535000,17.24701768748
28714,49.17,14.572
79178,49.904,16.436
77095,50.42740385045,14.24833238046
75437,49.392,15.582
78170,49.892,14.49
78889,48.964,14.502
47080,49.296,14.47
67740,50.09,14.42
77383,50.18528778753,15.01785725355
71651,49.59794390000,18.00278840000
77800,50.058,14.454
47079,49.296,14.47
82022,49.908,18.356
77382,50.18528778753,15.01785725355
68169,50.206,15.978
67739,50.09,14.42
69400,50.01253330000,14.67189370000
77112,50.226,14.344
73429,49.564,17.412
69399,50.01253330000,14.67189370000
82245,50.096,14.458
40203,50.08894587597,14.37757537222
77111,50.226,14.344
80645,49.71480000000,16.26463130000
82244,50.096,14.458
73428,49.564,17.412
65472,50.71,14.492
79478,49.472,17.97
40202,50.08894587597,14.37757537222
65471,50.71,14.492
60872,50.118,14.462
60871,50.118,14.462
77893,50.094,14.338
75959,50.77337901902,15.07538366308
77892,50.094,14.338
69235,49.69683075008,13.25687491897
75958,50.77337901902,15.07538366308
69233,49.69683075008,13.25687491897
69234,49.69683075008,13.25687491897
77386,49.68,18.538
77456,50.13252000000,13.99531250000
73633,50.08,14.418
77455,50.13252000000,13.99531250000
73632,50.08,14.418
65629,50.66131340000,14.03535457078
77385,49.68,18.538
65628,50.66131340000,14.03535457078
77805,49.68537325370,18.35730993751
77804,49.68537325370,18.35730993751
79067,50.224,14.348
74224,49.706,18.216
79066,50.224,14.348
78335,49.742,18.62
80970,49.58985840000,17.27232290000
80941,49.53882848133,18.30192446709
74223,49.706,18.216
79792,49.072,17.462
79640,49.904,14.39
80939,49.53882848133,18.30192446709
78769,49.20760820000,16.58800792179
80969,49.58985840000,17.27232290000
78768,49.20760820000,16.58800792179
7214,50.614,13.83
7213,50.614,13.83
70103,50.034,15.256
73738,50.07545049295,14.40562963516
73737,50.07545049295,14.40562963516
75895,50.328,15.014
70102,50.034,15.256
46876,50.16,14.768
75894,50.328,15.014
46875,50.16,14.768
47082,49.296,14.47
47081,49.296,14.47
75945,50.104,14.614
76232,50.73322000000,15.16822000000
75946,50.104,14.614
73579,50.06181910000,14.45103740000
53916,49.652,18.77
53915,49.652,18.77
75681,49.176,16.626
77799,50.426,15.352
75680,49.176,16.626
77798,50.426,15.352
77009,49.23971274259,13.51312994957
77008,49.23971274259,13.51312994957
71915,49.994,14.66
71914,49.994,14.66
63903,50.678,13.938
75625,50.03129776446,14.54004317522
63902,50.678,13.938
77406,49.22874549259,16.87556058168
75624,50.03129776446,14.54004317522
70358,50.05816560000,14.42501740000
81367,50.056,14.398
82375,50.496,15.798
70357,50.05816560000,14.42501740000
82374,50.496,15.798
66260,49.46900570000,17.12832070000
65276,49.994,14.052
65275,49.994,14.052
81225,50.22355521393,14.34489637613
77235,50.526,14.974
81226,50.22355521393,14.34489637613
81057,50.084,14.468
77234,50.526,14.974
75425,50.632,13.7
75426,50.632,13.7
57276,50.09307550000,14.50837190000
66693,50.03070230000,14.51126170000
70219,49.76860130000,18.31600130000
77259,49.73926995964,13.38989496196
66547,50.364,14.874
70027,50.092,15.804
57275,50.09307550000,14.50837190000
66692,50.03070230000,14.51126170000
66546,50.364,14.874
77469,50.272,12.818
76717,49.73927260000,13.38991100000
76716,49.73927260000,13.38991100000
77468,50.272,12.818
66627,50.422,14.912
79230,49.122,17.544
76476,50.078,14.854
47636,50.766,15.338
71889,49.998,14.858
70218,49.76860130000,18.31600130000
66812,50.12961081597,14.49200749397
76475,50.078,14.854
70026,50.092,15.804
47635,50.766,15.338
71658,49.59395140000,18.01889470000
76178,49.19111570000,16.60357170000
71888,49.998,14.858
79305,49.33950880000,17.99406000000
71657,49.59395140000,18.01889470000
66626,50.422,14.912
81056,50.084,14.468
79229,49.122,17.544
74301,49.78359160000,13.28629190000
56894,50.078,13.704
56893,50.078,13.704
77351,50.246,14.32
77350,50.246,14.32
70221,49.76424500000,18.34908000000
70220,49.76424500000,18.34908000000
59831,50.108,13.712
59830,50.108,13.712
75716,50.138,14.332
76594,50.24,14.302
71652,49.59528500000,17.99971880000
75916,50.148,14.334
76593,50.24,14.302
65731,49.49413010451,14.67903998493
65730,49.49413010451,14.67903998493
77009,49.23971274259,13.51312994957
77008,49.23971274259,13.51312994957
75657,49.892,17.884
65470,50.71,14.492
70162,49.44358665938,13.24583441019
76128,50.102,14.434
70161,49.44358665938,13.24583441019
77406,49.22874549259,16.87556058168
63172,50.18095868383,14.65001374483
77003,50.06,14.288
3447,49.5,17.736
77002,50.06,14.288
81243,50.074,14.496
73016,50.074,14.44
65276,49.994,14.052
81242,50.074,14.496
65275,49.994,14.052
43115,50.068,14.452
43114,50.068,14.452
62344,50.07055159858,14.43329125643
62343,50.07055159858,14.43329125643
74466,50.044,15.938
82285,50.13907030000,14.42895370000
74465,50.044,15.938
69911,49.92,17.868
69910,49.92,17.868
55767,50.07763760000,14.44487250000
31346,49.708,18.568
75439,50.05994338725,14.39587444067
55804,50.07763760000,14.44487250000
78170,49.892,14.49
73106,50.476,15.588
78890,48.964,14.502
78169,49.892,14.49
75438,49.392,15.582
75039,49.992,14.512
55766,50.07763760000,14.44487250000
77171,50.02,14.422
31347,49.708,18.568
75038,49.992,14.512
78889,48.964,14.502
73107,50.476,15.588
75437,49.392,15.582
77170,50.02,14.422
77096,50.42740385045,14.24833238046
28714,49.17,14.572
79514,49.59381535000,17.24701768748
47080,49.296,14.47
79178,49.904,16.436
75788,50.024,14.492
77095,50.42740385045,14.24833238046
77800,50.058,14.454
47079,49.296,14.47
75787,50.024,14.492
77008,49.23971274259,13.51312994957
77009,49.23971274259,13.51312994957
77383,50.18528778753,15.01785725355
82022,49.908,18.356
71651,49.59794390000,18.00278840000
67740,50.09,14.42
69400,50.01253330000,14.67189370000
73429,49.564,17.412
77112,50.226,14.344
69399,50.01253330000,14.67189370000
79478,49.472,17.97
77893,50.094,14.338
73428,49.564,17.412
68169,50.206,15.978
77382,50.18528778753,15.01785725355
60872,50.118,14.462
77892,50.094,14.338
68168,50.206,15.978
69235,49.69683075008,13.25687491897
40203,50.08894587597,14.37757537222
82245,50.096,14.458
65472,50.71,14.492
80645,49.71480000000,16.26463130000
40202,50.08894587597,14.37757537222
82244,50.096,14.458
69233,49.69683075008,13.25687491897
77111,50.226,14.344
75959,50.77337901902,15.07538366308
65471,50.71,14.492
67739,50.09,14.42
73633,50.08,14.418
65629,50.66131340000,14.03535457078
60871,50.118,14.462
77456,50.13252000000,13.99531250000
77805,49.68537325370,18.35730993751
75958,50.77337901902,15.07538366308
77406,49.22874549259,16.87556058168
65628,50.66131340000,14.03535457078
77455,50.13252000000,13.99531250000
73632,50.08,14.418
77804,49.68537325370,18.35730993751
69234,49.69683075008,13.25687491897
80941,49.53882848133,18.30192446709
79067,50.224,14.348
80939,49.53882848133,18.30192446709
79066,50.224,14.348
80970,49.58985840000,17.27232290000
79792,49.072,17.462
79640,49.904,14.39
78769,49.20760820000,16.58800792179
74224,49.706,18.216
70103,50.034,15.256
75895,50.328,15.014
7214,50.614,13.83
74223,49.706,18.216
70102,50.034,15.256
47082,49.296,14.47
73738,50.07545049295,14.40562963516
46876,50.16,14.768
75894,50.328,15.014
80969,49.58985840000,17.27232290000
73737,50.07545049295,14.40562963516
7213,50.614,13.83
78768,49.20760820000,16.58800792179
46875,50.16,14.768
47081,49.296,14.47
75945,50.104,14.614
75946,50.104,14.614
76232,50.73322000000,15.16822000000
73579,50.06181910000,14.45103740000
53916,49.652,18.77
77259,49.73926995964,13.38989496196
75681,49.176,16.626
77799,50.426,15.352
76717,49.73927260000,13.38991100000
53915,49.652,18.77
77469,50.272,12.818
75680,49.176,16.626
77798,50.426,15.352
77468,50.272,12.818
76716,49.73927260000,13.38991100000
63903,50.678,13.938
75625,50.03129776446,14.54004317522
63902,50.678,13.938
75624,50.03129776446,14.54004317522
70358,50.05816560000,14.42501740000
82375,50.496,15.798
70357,50.05816560000,14.42501740000
71915,49.994,14.66
82374,50.496,15.798
71914,49.994,14.66
66260,49.46900570000,17.12832070000
81367,50.056,14.398
77235,50.526,14.974
77234,50.526,14.974
66547,50.364,14.874
66546,50.364,14.874
65276,49.994,14.052
65275,49.994,14.052
81225,50.22355521393,14.34489637613
75425,50.632,13.7
81226,50.22355521393,14.34489637613
75426,50.632,13.7
70027,50.092,15.804
47636,50.766,15.338
70219,49.76860130000,18.31600130000
66812,50.12961081597,14.49200749397
76178,49.19111570000,16.60357170000
76476,50.078,14.854
71889,49.998,14.858
47635,50.766,15.338
70026,50.092,15.804
76475,50.078,14.854
70218,49.76860130000,18.31600130000
79305,49.33950880000,17.99406000000
71888,49.998,14.858
66693,50.03070230000,14.51126170000
57276,50.09307550000,14.50837190000
71658,49.59395140000,18.01889470000
77009,49.23971274259,13.51312994957
77008,49.23971274259,13.51312994957
78717,50.042,14.432
66692,50.03070230000,14.51126170000
66627,50.422,14.912
81057,50.084,14.468
79230,49.122,17.544
71657,49.59395140000,18.01889470000
66626,50.422,14.912
78716,50.042,14.432
79229,49.122,17.544
81056,50.084,14.468
56894,50.078,13.704
74301,49.78359160000,13.28629190000
56893,50.078,13.704
70221,49.76424500000,18.34908000000
57275,50.09307550000,14.50837190000
70220,49.76424500000,18.34908000000
59831,50.108,13.712
75716,50.138,14.332
59830,50.108,13.712
77406,49.22874549259,16.87556058168
75916,50.148,14.334
71652,49.59528500000,17.99971880000
63171,50.18095868383,14.65001374483
76594,50.24,14.302
43196,49.852,18.282
76593,50.24,14.302
77351,50.246,14.32
77350,50.246,14.32
65731,49.49413010451,14.67903998493
65730,49.49413010451,14.67903998493
65470,50.71,14.492
77003,50.06,14.288
77002,50.06,14.288
76128,50.102,14.434
71120,49.742,18.62
73502,49.68,18.538
